order_id,return_date,return_reason,refund_amount
ORD002961,2024-04-25,Quality Not as Expected,12487.29
ORD002966,2024-10-27,Changed Mind,16734.19
ORD002970,2024-01-17,Quality Not as Expected,64695.66
ORD002990,2024-08-14,Product Damaged,31904.46
ORD003009,2023-02-19,Changed Mind,25673.13
ORD003010,2023-07-22,Quality Not as Expected,45941.4
ORD003011,2023-07-11,Quality Not as Expected,22970.7
ORD003014,2025-02-20,Changed Mind,24321.92
ORD003025,2025-02-16,Quality Not as Expected,22736.6
ORD003026,2025-01-19,Changed Mind,54048.7
ORD003027,2024-01-19,Late Delivery,23922.35
ORD003036,2023-08-03,Late Delivery,68209.8
ORD003052,2024-01-01,Late Delivery,41606.36
ORD003059,2023-11-21,Better Price Found Elsewhere,7782.22
ORD003063,2025-01-15,Wrong Item Delivered,15523.7
ORD003067,2025-01-17,Wrong Item Delivered,2947.96
ORD003072,2024-08-22,Late Delivery,22577.47
ORD003078,2024-01-11,Product Damaged,12451.55
ORD003090,2024-04-08,Size Issue,35356.11
ORD003099,2024-05-10,Quality Not as Expected,15232.17
ORD003104,2023-04-18,Product Damaged,11288.74
ORD003111,2023-07-16,Late Delivery,40973.92
ORD003118,2024-04-22,Product Damaged,91140.63
ORD003119,2024-10-08,Changed Mind,25782.26
ORD003128,2025-04-21,Size Issue,8841.35
ORD003131,2024-12-03,Better Price Found Elsewhere,31794.96
ORD003139,2025-02-11,Late Delivery,42646.34
ORD003140,2023-06-24,Size Issue,69294.39
ORD003142,2025-05-10,Changed Mind,51358.82
ORD003147,2024-06-21,Size Issue,28401.66
ORD003149,2025-06-13,Wrong Item Delivered,49505.74
ORD003152,2023-09-27,Size Issue,18107.39
ORD003155,2025-05-16,Size Issue,33173.97
ORD003161,2024-06-17,Quality Not as Expected,9430.77
ORD003162,2025-08-02,Product Damaged,7782.22
ORD003169,2024-04-22,Changed Mind,9467.22
ORD003170,2024-03-20,Late Delivery,10184.93
ORD003173,2024-12-19,Late Delivery,19040.21
ORD003180,2025-05-14,Late Delivery,90653.11
ORD003184,2023-03-12,Quality Not as Expected,17828.96
ORD003187,2025-06-26,Changed Mind,31794.96
ORD003193,2023-04-09,Quality Not as Expected,18767.33
ORD003195,2024-05-29,Changed Mind,20733.73
ORD003204,2024-09-28,Better Price Found Elsewhere,39604.59
ORD003207,2025-03-02,Product Damaged,76160.84
ORD003211,2025-04-28,Size Issue,18366.42
ORD003215,2023-01-07,Late Delivery,9881.51
ORD003216,2025-01-01,Late Delivery,102692.53
ORD003217,2025-01-03,Quality Not as Expected,11184.14
ORD003222,2024-02-08,Better Price Found Elsewhere,50087.82
ORD003227,2023-07-31,Wrong Item Delivered,16714.77
ORD003243,2023-12-12,Changed Mind,33429.53
ORD003246,2023-10-31,Quality Not as Expected,60243.08
ORD003257,2025-07-27,Changed Mind,21096.19
ORD003264,2024-07-24,Changed Mind,11842.03
ORD003268,2025-07-15,Changed Mind,51564.52
ORD003271,2024-09-04,Quality Not as Expected,42192.38
ORD003277,2024-08-10,Better Price Found Elsewhere,116933.65
ORD003282,2024-07-20,Quality Not as Expected,17211.49
ORD003288,2024-12-10,Product Damaged,26999.71
ORD003310,2025-03-20,Quality Not as Expected,45718.02
ORD003311,2023-11-22,Product Damaged,89510.25
ORD003333,2025-06-03,Product Damaged,18861.54
ORD003336,2024-11-14,Quality Not as Expected,25086.08
ORD003337,2023-10-26,Quality Not as Expected,9143.6
ORD003344,2024-08-23,Late Delivery,19798.13
ORD003346,2025-01-10,Late Delivery,19408.7
ORD003349,2024-01-15,Wrong Item Delivered,7074.1
ORD003360,2024-12-29,Quality Not as Expected,36526.36
ORD003361,2025-05-19,Product Damaged,21565.22
ORD003373,2023-06-08,Size Issue,15835.04
ORD003383,2024-04-18,Changed Mind,23515.23
ORD003389,2023-12-31,Better Price Found Elsewhere,91140.63
ORD003410,2023-09-18,Better Price Found Elsewhere,24493.15
ORD003423,2025-05-06,Size Issue,19399.63
ORD003431,2024-09-17,Wrong Item Delivered,22634.24
ORD003438,2024-08-29,Changed Mind,23515.23
ORD003442,2024-12-14,Product Damaged,9430.77
ORD003447,2025-02-19,Better Price Found Elsewhere,63340.16
ORD003455,2023-12-30,Late Delivery,90946.4
ORD003458,2023-07-05,Quality Not as Expected,43655.0
ORD003469,2024-08-17,Changed Mind,81073.05
ORD003470,2024-08-23,Quality Not as Expected,39394.09
ORD003478,2024-04-02,Wrong Item Delivered,21568.09
ORD003481,2023-03-13,Product Damaged,9428.3
ORD003493,2024-03-27,Quality Not as Expected,60760.42
ORD003498,2025-08-11,Quality Not as Expected,13618.92
ORD003507,2024-03-19,Size Issue,10401.59
ORD003512,2024-08-03,Product Damaged,16947.04
ORD003513,2025-04-10,Size Issue,17006.95
ORD003516,2025-02-11,Size Issue,19040.21
ORD003520,2024-04-06,Changed Mind,7074.1
ORD003522,2023-07-04,Quality Not as Expected,7782.22
ORD003540,2025-03-20,Changed Mind,42079.88
ORD003545,2023-05-18,Size Issue,47368.12
ORD003546,2024-05-17,Changed Mind,9467.22
ORD003552,2023-10-23,Quality Not as Expected,17006.95
ORD003554,2024-06-05,Product Damaged,9681.46
ORD003556,2023-06-13,Wrong Item Delivered,13157.81
ORD003557,2024-03-04,Changed Mind,46773.46
ORD003565,2024-02-20,Wrong Item Delivered,14513.61
ORD003580,2024-10-24,Product Damaged,16734.19
ORD003583,2024-12-27,Product Damaged,39394.09
ORD003585,2024-09-10,Better Price Found Elsewhere,48499.08
ORD003588,2024-12-04,Changed Mind,43130.44
ORD003606,2023-01-11,Quality Not as Expected,20369.86
ORD003617,2023-08-01,Quality Not as Expected,23922.35
ORD003620,2024-03-13,Better Price Found Elsewhere,3164.73
ORD003630,2024-10-29,Better Price Found Elsewhere,72472.91
ORD003635,2025-08-07,Wrong Item Delivered,20733.73
ORD003641,2023-12-23,Better Price Found Elsewhere,18767.33
ORD003647,2025-02-05,Wrong Item Delivered,31794.96
ORD003649,2023-02-23,Better Price Found Elsewhere,16055.09
ORD003657,2025-07-26,Changed Mind,121520.84
ORD003660,2024-10-14,Changed Mind,6223.47
ORD003670,2023-05-18,Late Delivery,18366.42
ORD003688,2024-10-09,Late Delivery,26315.62
ORD003689,2025-08-03,Wrong Item Delivered,27342.19
ORD003690,2023-05-22,Size Issue,20625.81
ORD003694,2025-06-01,Late Delivery,19697.04
ORD003699,2025-07-13,Product Damaged,37445.72
ORD003700,2024-09-12,Better Price Found Elsewhere,18934.44
ORD003705,2023-02-16,Product Damaged,16184.18
ORD003711,2023-12-24,Late Delivery,8047.14
ORD003714,2024-09-15,Better Price Found Elsewhere,30380.21
ORD003719,2024-09-19,Product Damaged,8959.23
ORD003722,2023-03-24,Better Price Found Elsewhere,9430.77
ORD003728,2024-06-28,Changed Mind,8387.59
ORD003732,2023-06-25,Late Delivery,51564.52
ORD003736,2024-06-28,Quality Not as Expected,23515.23
ORD003738,2023-03-09,Late Delivery,35019.99
ORD003748,2024-05-11,Product Damaged,19894.52
ORD003752,2023-05-03,Late Delivery,22634.24
ORD003754,2025-07-12,Better Price Found Elsewhere,26315.62
ORD003756,2023-06-25,Product Damaged,23386.73
ORD003761,2023-05-08,Quality Not as Expected,8016.15
ORD003766,2025-03-24,Better Price Found Elsewhere,18088.2
ORD003777,2024-05-11,Quality Not as Expected,72352.8
ORD003782,2024-10-17,Size Issue,7782.22
ORD003785,2023-12-04,Quality Not as Expected,17350.02
ORD003786,2024-05-30,Changed Mind,60124.14
ORD003793,2025-03-09,Wrong Item Delivered,37320.71
ORD003795,2024-07-31,Product Damaged,65789.05
ORD003798,2023-05-04,Quality Not as Expected,35975.44
ORD003803,2025-05-12,Late Delivery,18263.18
ORD003804,2024-01-24,Size Issue,12543.04
ORD003807,2024-02-11,Quality Not as Expected,51646.36
ORD003817,2025-02-22,Quality Not as Expected,60760.42
ORD003820,2023-06-02,Late Delivery,25782.26
ORD003823,2023-02-08,Better Price Found Elsewhere,96998.16
ORD003825,2023-03-23,Late Delivery,10784.04
ORD003835,2023-08-15,Quality Not as Expected,11785.37
ORD003840,2023-04-15,Late Delivery,35657.93
ORD003857,2024-12-07,Better Price Found Elsewhere,25673.13
ORD003863,2023-05-08,Quality Not as Expected,25578.68
ORD003866,2023-06-03,Late Delivery,84384.76
ORD003868,2023-12-28,Quality Not as Expected,115444.8
ORD003875,2024-08-03,Product Damaged,35356.11
ORD003877,2023-07-01,Size Issue,40973.92
ORD003881,2023-09-20,Product Damaged,16055.09
ORD003883,2025-06-15,Better Price Found Elsewhere,14075.59
ORD003897,2024-12-13,Size Issue,11479.01
ORD003906,2024-05-14,Better Price Found Elsewhere,12257.03
ORD003919,2025-06-17,Changed Mind,9757.16
ORD003931,2025-03-08,Size Issue,64695.66
ORD003957,2023-12-08,Size Issue,19040.21
ORD003958,2024-08-05,Product Damaged,23515.23
ORD003961,2023-01-13,Size Issue,18767.33
ORD003983,2023-06-03,Size Issue,31578.74
ORD003986,2023-12-15,Changed Mind,33894.08
ORD003996,2024-04-05,Changed Mind,18861.54
ORD003997,2024-09-26,Changed Mind,7782.22
ORD004003,2023-11-06,Changed Mind,54048.7
ORD004005,2025-04-19,Changed Mind,41680.28
ORD004007,2025-05-27,Wrong Item Delivered,77346.78
ORD004019,2025-07-16,Size Issue,15564.44
ORD004021,2024-02-19,Better Price Found Elsewhere,17902.05
ORD004065,2023-11-03,Wrong Item Delivered,16754.44
ORD004075,2025-06-15,Product Damaged,53999.42
ORD004077,2023-10-21,Product Damaged,10784.04
ORD004078,2023-04-13,Better Price Found Elsewhere,18986.57
ORD004089,2023-07-26,Size Issue,25679.41
ORD004090,2024-01-09,Product Damaged,17918.46
ORD004091,2025-04-22,Changed Mind,23111.47
ORD004093,2024-12-03,Changed Mind,25086.08
ORD004099,2024-11-08,Changed Mind,10606.83
ORD004103,2023-11-28,Late Delivery,16734.19
ORD004104,2024-11-25,Wrong Item Delivered,6614.89
ORD004114,2025-05-15,Changed Mind,35188.98
ORD004127,2023-05-09,Late Delivery,18047.58
ORD004136,2025-07-15,Size Issue,22392.2
ORD004140,2025-01-05,Product Damaged,65482.84
ORD004149,2024-03-12,Late Delivery,8993.86
ORD004150,2024-11-05,Wrong Item Delivered,16370.71
ORD004153,2023-08-01,Quality Not as Expected,24395.44
ORD004155,2024-06-18,Quality Not as Expected,10184.93
ORD004158,2023-08-17,Changed Mind,56959.71
ORD004159,2023-02-07,Wrong Item Delivered,46196.26
ORD004168,2024-05-21,Late Delivery,31794.96
ORD004181,2025-02-21,Product Damaged,10905.06
ORD004188,2025-07-15,Wrong Item Delivered,24752.87
ORD004192,2024-12-04,Wrong Item Delivered,25181.42
ORD004193,2023-12-28,Changed Mind,17838.99
ORD004195,2025-04-11,Wrong Item Delivered,47844.7
ORD004197,2024-06-12,Late Delivery,9430.77
ORD004206,2024-11-19,Wrong Item Delivered,25679.41
ORD004211,2023-07-08,Product Damaged,21565.22
ORD004213,2023-06-29,Product Damaged,3164.73
ORD004216,2024-09-04,Late Delivery,12257.03
ORD004220,2024-01-21,Changed Mind,13157.81
ORD004227,2023-04-10,Better Price Found Elsewhere,34437.03
ORD004228,2024-05-12,Quality Not as Expected,69294.39
ORD004229,2024-11-21,Size Issue,21514.36
ORD004238,2023-08-31,Changed Mind,34700.04
ORD004242,2023-01-19,Size Issue,21619.48
ORD004253,2023-06-12,Quality Not as Expected,25181.42
ORD004258,2024-08-20,Size Issue,25782.26
ORD004278,2023-04-17,Better Price Found Elsewhere,71355.96
ORD004280,2025-06-24,Size Issue,50144.3
ORD004281,2023-12-06,Changed Mind,27237.84
ORD004294,2023-10-19,Product Damaged,11982.27
ORD004295,2025-02-15,Product Damaged,12499.92
ORD004305,2025-06-02,Wrong Item Delivered,14562.23
ORD004318,2025-08-02,Changed Mind,99011.48
ORD004332,2024-05-25,Size Issue,21514.36
ORD004340,2024-12-11,Quality Not as Expected,58926.85
ORD004342,2023-08-22,Changed Mind,37723.08
ORD004343,2023-01-07,Size Issue,17838.99
ORD004346,2024-06-11,Quality Not as Expected,20612.11
ORD004351,2025-03-20,Changed Mind,50144.3
ORD004360,2025-02-22,Better Price Found Elsewhere,30027.73
ORD004364,2024-11-03,Quality Not as Expected,18756.13
ORD004365,2024-01-03,Product Damaged,46196.26
ORD004370,2024-09-27,Wrong Item Delivered,10757.18
ORD004376,2023-03-22,Size Issue,7446.42
ORD004388,2025-01-13,Quality Not as Expected,37868.88
ORD004391,2023-06-06,Quality Not as Expected,51096.6
ORD004405,2024-02-08,Better Price Found Elsewhere,9467.22
ORD004406,2023-06-01,Late Delivery,20041.38
ORD004408,2024-05-20,Changed Mind,3275.51
ORD004413,2023-08-07,Late Delivery,16734.19
ORD004416,2024-06-20,Size Issue,7393.11
ORD004419,2024-03-29,Better Price Found Elsewhere,21568.09
ORD004424,2025-02-04,Quality Not as Expected,9826.53
ORD004428,2023-03-26,Size Issue,8605.74
ORD004436,2024-12-15,Quality Not as Expected,10331.11
ORD004438,2024-06-14,Changed Mind,9881.51
ORD004441,2023-09-14,Size Issue,18856.59
ORD004446,2023-02-24,Quality Not as Expected,5447.55
ORD004450,2023-12-03,Better Price Found Elsewhere,11464.28
ORD004484,2023-11-20,Changed Mind,20788.32
ORD004497,2024-08-24,Better Price Found Elsewhere,12257.03
ORD004498,2024-04-23,Product Damaged,19040.21
ORD004507,2023-11-05,Late Delivery,54048.7
ORD004508,2025-06-10,Quality Not as Expected,9430.77
ORD004513,2023-06-21,Size Issue,26999.71
ORD004514,2025-01-11,Quality Not as Expected,22663.28
ORD004521,2023-05-07,Size Issue,12499.92
ORD004526,2025-03-29,Quality Not as Expected,71727.05
ORD004534,2024-04-28,Better Price Found Elsewhere,33951.36
ORD004538,2024-08-10,Changed Mind,40235.68
ORD004546,2023-06-03,Quality Not as Expected,85616.83
ORD004556,2023-04-04,Better Price Found Elsewhere,52631.24
ORD004557,2024-11-29,Size Issue,17931.76
ORD004558,2025-05-17,Quality Not as Expected,46773.46
ORD004559,2025-05-27,Late Delivery,20840.14
ORD004565,2024-04-09,Late Delivery,7782.22
ORD004566,2024-10-25,Quality Not as Expected,45268.48
ORD004573,2023-11-08,Quality Not as Expected,16734.19
ORD004576,2023-12-29,Quality Not as Expected,8993.86
ORD004577,2025-06-09,Changed Mind,8993.86
ORD004578,2023-12-19,Late Delivery,50125.74
ORD004583,2025-06-26,Product Damaged,39596.27
ORD004604,2024-03-25,Late Delivery,31128.88
ORD004615,2024-09-22,Wrong Item Delivered,18767.33
ORD004616,2024-08-14,Late Delivery,14224.06
ORD004618,2025-08-01,Quality Not as Expected,10526.25
ORD004625,2023-06-02,Product Damaged,15163.14
ORD004630,2024-05-15,Late Delivery,116933.65
ORD004632,2024-03-01,Better Price Found Elsewhere,22392.2
ORD004640,2024-02-13,Changed Mind,28420.75
ORD004644,2023-11-30,Late Delivery,24752.87
ORD004649,2025-02-17,Better Price Found Elsewhere,41224.22
ORD004651,2025-05-05,Late Delivery,56301.99
ORD004669,2025-03-10,Late Delivery,37445.72
ORD004671,2024-02-18,Wrong Item Delivered,21790.27
ORD004674,2025-05-30,Better Price Found Elsewhere,21213.67
ORD004682,2024-04-20,Wrong Item Delivered,3723.21
ORD004683,2024-12-11,Wrong Item Delivered,16947.04
ORD004686,2024-02-25,Late Delivery,5240.82
ORD004701,2024-11-08,Late Delivery,63921.13
ORD004709,2025-03-06,Better Price Found Elsewhere,71355.96
ORD004711,2024-01-28,Changed Mind,11982.27
ORD004713,2025-04-28,Better Price Found Elsewhere,20612.11
ORD004714,2024-01-31,Size Issue,20041.38
ORD004715,2023-01-27,Late Delivery,27549.62
ORD004724,2023-08-23,Wrong Item Delivered,9681.46
ORD004728,2025-03-05,Size Issue,22766.31
ORD004732,2024-09-05,Better Price Found Elsewhere,43028.72
ORD004735,2025-05-06,Quality Not as Expected,56128.15
ORD004753,2023-02-08,Wrong Item Delivered,78788.17
ORD004755,2025-05-20,Product Damaged,18722.86
ORD004756,2023-03-18,Quality Not as Expected,2784.18
ORD004760,2024-03-09,Quality Not as Expected,63144.17
ORD004761,2024-08-24,Wrong Item Delivered,77038.23
ORD004762,2023-12-15,Late Delivery,23386.73
ORD004768,2025-01-08,Changed Mind,20803.18
ORD004771,2024-09-17,Better Price Found Elsewhere,31047.41
ORD004772,2023-09-23,Product Damaged,28861.2
ORD004773,2025-06-08,Wrong Item Delivered,8993.86
ORD004797,2025-02-05,Wrong Item Delivered,20840.14
ORD004800,2023-06-30,Wrong Item Delivered,23098.13
ORD004806,2024-04-07,Wrong Item Delivered,24249.54
ORD004809,2023-06-05,Wrong Item Delivered,60760.42
ORD004810,2024-12-10,Changed Mind,11982.27
ORD004821,2023-07-29,Size Issue,23111.47
ORD004824,2023-09-11,Wrong Item Delivered,19408.7
ORD004826,2025-06-17,Better Price Found Elsewhere,23386.73
ORD004838,2023-09-30,Size Issue,70160.19
ORD004845,2024-04-10,Late Delivery,18934.44
ORD004853,2024-06-28,Late Delivery,23111.47
ORD004855,2024-08-28,Late Delivery,15147.55
ORD004858,2023-02-06,Product Damaged,65473.76
ORD004873,2023-12-28,Size Issue,43130.44
ORD004877,2023-01-14,Product Damaged,16734.19
ORD004879,2024-03-17,Size Issue,96630.55
ORD004908,2024-09-07,Size Issue,36526.36
ORD004915,2025-04-27,Late Delivery,18287.21
ORD004919,2023-03-13,Product Damaged,19399.63
ORD004924,2024-12-18,Size Issue,16734.19
ORD004943,2024-02-21,Product Damaged,76083.71
ORD004945,2023-07-13,Better Price Found Elsewhere,95689.4
ORD004947,2023-12-24,Wrong Item Delivered,37834.09
ORD004948,2025-05-12,Late Delivery,16876.95
ORD004958,2024-08-04,Wrong Item Delivered,135121.75
ORD004959,2025-02-13,Product Damaged,9430.77
ORD004970,2024-03-10,Changed Mind,24249.54
ORD004974,2024-09-25,Changed Mind,20486.96
ORD004975,2025-07-18,Late Delivery,8487.69
ORD004981,2023-03-27,Product Damaged,39266.82
ORD004982,2024-06-13,Size Issue,3723.21
ORD004984,2024-09-18,Product Damaged,45941.4
ORD004986,2023-07-18,Late Delivery,17594.49
ORD004987,2023-03-19,Product Damaged,57120.63
ORD004994,2023-04-10,Changed Mind,56841.5
ORD004995,2023-07-17,Quality Not as Expected,27237.84
ORD005000,2023-10-29,Product Damaged,54684.38
ORD005027,2025-06-03,Changed Mind,28420.75
ORD005032,2024-04-26,Wrong Item Delivered,19881.16
ORD005034,2023-09-25,Size Issue,37713.18
ORD005035,2023-04-15,Better Price Found Elsewhere,27024.35
ORD005052,2023-03-08,Wrong Item Delivered,47336.1
ORD005060,2025-04-21,Late Delivery,28420.75
ORD005068,2023-04-07,Quality Not as Expected,11196.1
ORD005086,2024-10-12,Better Price Found Elsewhere,33588.3
ORD005098,2024-05-13,Quality Not as Expected,51358.82
ORD005099,2023-06-14,Size Issue,43130.44
ORD005104,2024-03-08,Size Issue,17902.05
ORD005105,2024-12-01,Quality Not as Expected,19798.13
ORD005117,2024-07-17,Quality Not as Expected,11576.08
ORD005118,2023-04-20,Quality Not as Expected,28151.18
ORD005123,2025-03-23,Quality Not as Expected,20370.82
ORD005124,2024-09-17,Size Issue,18263.18
ORD005125,2023-05-20,Size Issue,53785.9
ORD005134,2024-09-02,Product Damaged,54789.54
ORD005137,2024-10-06,Quality Not as Expected,83360.56
ORD005146,2024-01-31,Wrong Item Delivered,3275.51
ORD005149,2023-02-15,Quality Not as Expected,21943.22
ORD005153,2024-02-20,Product Damaged,9430.77
ORD005165,2024-09-23,Better Price Found Elsewhere,11184.14
ORD005176,2024-09-17,Changed Mind,8993.86
ORD005179,2023-11-30,Late Delivery,28292.31
ORD005197,2025-07-12,Changed Mind,24157.64
ORD005212,2024-06-29,Late Delivery,32253.79
ORD005223,2024-03-20,Changed Mind,18861.54
ORD005226,2024-01-27,Wrong Item Delivered,53999.42
ORD005229,2025-06-28,Better Price Found Elsewhere,21514.36
ORD005230,2024-02-02,Late Delivery,18767.33
ORD005232,2024-08-05,Product Damaged,18767.33
ORD005244,2025-02-05,Product Damaged,11713.93
ORD005249,2025-03-03,Product Damaged,11479.01
ORD005254,2024-04-02,Size Issue,18330.44
ORD005270,2025-08-03,Late Delivery,15060.77
ORD005273,2024-10-13,Better Price Found Elsewhere,35247.34
ORD005279,2023-07-16,Changed Mind,35804.1
ORD005286,2025-07-15,Quality Not as Expected,22736.6
ORD005291,2024-10-06,Quality Not as Expected,28151.18
ORD005302,2024-04-03,Late Delivery,85616.83
ORD005307,2024-10-02,Changed Mind,21048.06
ORD005311,2024-02-07,Better Price Found Elsewhere,38478.21
ORD005339,2024-11-10,Changed Mind,3723.21
ORD005349,2024-09-15,Size Issue,7074.1
ORD005352,2025-01-13,Quality Not as Expected,33007.7
ORD005356,2025-06-26,Wrong Item Delivered,16714.77
ORD005369,2025-02-04,Better Price Found Elsewhere,10606.83
ORD005381,2023-03-24,Changed Mind,8780.13
ORD005383,2024-07-27,Late Delivery,56959.71
ORD005389,2025-07-23,Changed Mind,14892.84
ORD005404,2025-02-16,Changed Mind,22392.2
ORD005420,2024-06-24,Product Damaged,24249.54
ORD005432,2023-11-12,Quality Not as Expected,18986.57
ORD005434,2025-06-07,Better Price Found Elsewhere,14786.22
ORD005438,2023-03-16,Product Damaged,22634.24
ORD005448,2024-10-22,Quality Not as Expected,9053.7
ORD005468,2024-10-30,Changed Mind,11169.63
ORD005476,2024-06-07,Changed Mind,25181.42
ORD005478,2023-09-24,Late Delivery,19040.21
ORD005486,2025-07-10,Size Issue,25782.26
ORD005530,2023-05-04,Better Price Found Elsewhere,18986.57
ORD005536,2023-12-05,Size Issue,11915.89
ORD005541,2025-01-17,Wrong Item Delivered,33781.19
ORD005547,2024-04-21,Late Delivery,23684.06
ORD005599,2024-12-05,Product Damaged,8959.23
ORD005624,2024-08-09,Better Price Found Elsewhere,34728.25
ORD005630,2023-05-01,Wrong Item Delivered,40973.92
ORD005648,2023-06-20,Late Delivery,51408.57
ORD005654,2023-05-31,Quality Not as Expected,47368.12
ORD005661,2024-07-14,Better Price Found Elsewhere,43620.24
ORD005665,2024-11-16,Better Price Found Elsewhere,16890.6
ORD005667,2023-09-06,Changed Mind,75946.28
ORD005671,2024-11-09,Product Damaged,33429.53
ORD005672,2024-07-20,Better Price Found Elsewhere,119611.74
ORD005676,2024-05-01,Late Delivery,11317.12
ORD005684,2023-05-20,Wrong Item Delivered,8016.15
ORD005685,2023-11-11,Size Issue,16734.19
ORD005686,2025-01-16,Quality Not as Expected,10184.93
ORD005688,2024-01-25,Size Issue,70377.96
ORD005703,2024-07-06,Wrong Item Delivered,22577.47
ORD005713,2025-06-14,Wrong Item Delivered,12257.03
ORD005715,2024-05-01,Late Delivery,71608.2
ORD005716,2024-07-05,Late Delivery,43831.63
ORD005741,2024-05-04,Quality Not as Expected,6223.47
ORD005743,2024-09-17,Product Damaged,21096.19
ORD005750,2024-05-26,Wrong Item Delivered,54684.38
ORD005756,2023-10-01,Better Price Found Elsewhere,18756.13
ORD005758,2023-03-31,Better Price Found Elsewhere,21213.67
ORD005765,2025-04-06,Better Price Found Elsewhere,16947.04
ORD005768,2023-09-07,Quality Not as Expected,24304.17
ORD005770,2025-06-06,Wrong Item Delivered,13157.81
ORD005780,2025-05-04,Quality Not as Expected,21039.94
ORD005785,2023-04-30,Better Price Found Elsewhere,23570.74
ORD005786,2025-05-04,Wrong Item Delivered,21266.15
ORD005789,2024-08-09,Wrong Item Delivered,41680.28
ORD005790,2025-08-02,Changed Mind,48165.27
ORD005792,2024-11-27,Late Delivery,15564.44
ORD005793,2023-12-12,Changed Mind,35747.66
ORD005804,2025-06-09,Changed Mind,81073.05
ORD005809,2024-09-09,Better Price Found Elsewhere,48499.08
ORD005819,2025-05-03,Product Damaged,11383.16
ORD005823,2023-11-02,Changed Mind,38813.92
ORD005832,2024-06-29,Wrong Item Delivered,23386.73
ORD005841,2025-05-23,Late Delivery,99011.48
ORD005847,2023-07-20,Wrong Item Delivered,10401.59
ORD005850,2023-01-27,Product Damaged,21619.48
ORD005857,2023-01-26,Changed Mind,14271.19
ORD005859,2025-06-07,Product Damaged,45916.04
ORD005866,2024-11-07,Quality Not as Expected,11169.63
ORD005883,2024-05-02,Better Price Found Elsewhere,9826.53
ORD005887,2025-05-24,Size Issue,20840.14
ORD005892,2025-03-12,Better Price Found Elsewhere,85064.59
ORD005897,2023-01-22,Quality Not as Expected,19040.21
ORD005901,2024-10-07,Quality Not as Expected,21943.22
ORD005905,2024-11-30,Size Issue,36176.4
ORD005908,2025-04-10,Quality Not as Expected,18478.5
ORD005909,2025-06-20,Changed Mind,11288.74
ORD005912,2023-01-11,Product Damaged,23204.03
ORD005914,2024-06-17,Wrong Item Delivered,23386.73
ORD005915,2023-07-25,Better Price Found Elsewhere,125907.1
ORD005920,2024-07-09,Quality Not as Expected,50362.84
ORD005965,2023-09-21,Product Damaged,16876.95
ORD005966,2024-11-20,Size Issue,20145.14
ORD005967,2023-11-22,Late Delivery,42602.49
ORD005968,2025-02-17,Better Price Found Elsewhere,19798.13
ORD005969,2023-10-22,Wrong Item Delivered,33951.36
ORD005971,2024-06-26,Better Price Found Elsewhere,50362.84
ORD005977,2023-11-12,Late Delivery,13137.13
ORD005983,2024-11-01,Size Issue,13157.81
ORD005987,2024-09-19,Late Delivery,28420.75
ORD005988,2024-05-16,Better Price Found Elsewhere,17918.46
ORD005990,2023-07-13,Late Delivery,13618.92
ORD006001,2023-02-17,Changed Mind,43130.44
ORD006002,2023-01-24,Late Delivery,10184.93
ORD006007,2023-06-10,Product Damaged,19798.13
ORD006018,2023-09-18,Size Issue,18263.18
ORD006021,2024-11-23,Quality Not as Expected,37973.14
ORD006026,2024-08-04,Wrong Item Delivered,37418.77
ORD006039,2024-09-15,Product Damaged,93546.92
ORD006043,2025-07-07,Size Issue,18366.42
ORD006045,2024-04-08,Wrong Item Delivered,18767.33
ORD006046,2025-05-11,Late Delivery,21096.19
ORD006049,2023-01-19,Late Delivery,43655.0
ORD006058,2023-08-16,Size Issue,7573.78
ORD006059,2023-12-17,Late Delivery,17350.02
ORD006060,2024-06-26,Late Delivery,70160.19
ORD006064,2025-07-16,Quality Not as Expected,59210.14
ORD006067,2025-04-04,Better Price Found Elsewhere,28420.75
ORD006076,2024-12-30,Size Issue,50362.84
ORD006084,2023-01-18,Late Delivery,17623.67
ORD006087,2025-01-28,Size Issue,14767.33
ORD006095,2025-08-03,Quality Not as Expected,24249.54
ORD006097,2023-04-15,Late Delivery,17902.05
ORD006101,2023-06-09,Product Damaged,11479.01
ORD006107,2024-02-05,Late Delivery,24321.92
ORD006112,2024-06-10,Late Delivery,52631.24
ORD006119,2024-05-11,Better Price Found Elsewhere,23098.13
ORD006121,2023-12-21,Quality Not as Expected,52783.47
ORD006137,2025-03-04,Size Issue,10017.56
ORD006139,2024-01-31,Wrong Item Delivered,48790.88
ORD006148,2023-03-09,Late Delivery,19633.41
ORD006151,2023-12-04,Better Price Found Elsewhere,3537.05
ORD006158,2025-04-02,Changed Mind,10401.59
ORD006159,2024-07-09,Better Price Found Elsewhere,9430.77
ORD006163,2023-08-31,Product Damaged,35428.24
ORD006179,2025-01-31,Changed Mind,70160.19
ORD006180,2025-04-03,Wrong Item Delivered,83670.95
ORD006186,2023-03-31,Size Issue,8959.23
ORD006196,2024-09-20,Better Price Found Elsewhere,22392.2
ORD006212,2024-11-06,Size Issue,44796.16
ORD006222,2023-12-17,Quality Not as Expected,9467.22
ORD006224,2024-10-03,Better Price Found Elsewhere,23204.03
ORD006228,2025-08-04,Late Delivery,41467.46
ORD006233,2023-01-23,Wrong Item Delivered,17828.96
ORD006234,2024-02-29,Better Price Found Elsewhere,20840.14
